Start

time_(μs) raw_current raw_low_voltage
1205444 535 204
1206300 535 204
1207148 535 204
1208004 536 205
1208868 535 204
1209724 535 205
1210580 535 204
1211436 536 204
1212284 535 204
1213140 535 204
1214004 535 204
1214868 535 204
1215732 536 204
1216596 536 205
1217452 535 205
1218308 534 204
1219172 535 204
1220036 535 204
1220900 536 204
1221756 535 204
1222604 536 203
1223460 535 202
1224316 535 201
1225180 535 200
1226044 534 197
1226908 534 195
1227764 534 194
1228620 535 193
1229480 534 190
1230336 534 189
1231196 533 185
1232052 534 185
1232912 533 184
1233764 533 182
1234620 534 184
1235484 534 183
1236340 533 187
1237196 532 177
1238052 532 174
1238908 532 171
1239764 532 168
1240628 531 170
1241484 531 156
1242340 531 171
1243204 530 167
1244052 532 162
1244908 531 157
1245772 531 163
1246628 530 168
1247484 531 151
1248340 530 160
1249196 529 152
1250052 529 157
1250916 529 157
1251772 530 158
1252636 530 152
1253500 529 149
1254356 529 159
1255216 530 163
1256068 529 151
1256932 529 144
1257788 528 153
1258652 528 153
1259500 529 151
1260356 528 145
1261212 530 149
1262076 529 160
1262932 529 148
1263796 528 145
1264660 528 147
1265516 529 144
1266372 528 152
1267236 528 142
1268100 528 145
1268956 529 156
1269820 528 140
1270676 527 134
1271532 527 141
1272396 527 141
1273260 527 130
1274124 527 134
1274988 527 151
1275844 526 122
1276700 525 128
1277564 525 135
1278428 525 118
1279292 525 133
1280156 526 122
1281012 525 116
1281860 526 102
1282716 525 129
1283576 525 121
1284432 525 139
1285288 526 121
1286140 525 123
1286988 524 132
1287844 527 122
1288704 525 134
1289560 526 154
1290420 525 129
1291272 525 135
1292124 526 148
1292980 526 135
1293840 527 136
1294696 527 154
1295556 527 138
1296412 527 138
1297260 527 118
1298116 527 154
1298980 527 142
1299836 527 149
1300692 529 163
1301544 528 152
1302396 527 146
1303252 527 155
1304116 527 161
1304972 528 153
1305828 530 149
1306684 528 154
1307532 528 165
1308388 528 142
1309252 527 143
1310108 527 145
1310972 527 139
1311832 526 135
1312684 527 147
1313540 528 133
1314392 528 134
1315252 526 140
1316104 526 145
1316960 526 130
1317812 525 134
1318668 527 111
1319528 526 129
1320384 525 130
1321240 526 134
1322096 525 124
1322948 525 134
1323804 525 128
1324664 525 116
1325524 524 119
1326376 525 122
1327236 524 120
1328084 525 107
1328940 524 110
1329796 524 106
1330660 524 116
1331516 523 113
1332368 524 113
1333220 524 107
1334076 523 124
1334932 524 111
1335796 523 125
1336652 524 120
1337504 524 110
1338356 523 128
1339212 524 116
1340068 523 126
1340932 526 123
1341784 525 119
1342640 524 129
1343496 524 126
1344348 524 131
1345204 526 153
1346056 525 130
1346912 525 134
1347768 525 143
1348628 527 137
1349476 526 142
1350332 527 159
1351196 527 146
1352060 527 142
1352920 527 155
1353780 527 153
1354628 528 144
1355484 527 144
1356348 527 157
1357204 526 143
